(0, 12.483059447594515)
(1, 9.257332839944487)
(2, 9.257332839944487)
(3, 9.257332839944487)
(4, 9.257332839944487)
(5, 9.257332839944487)
(6, 9.257332839944487)
(7, 9.257332839944487)
(8, 4.883363671607072)
(9, 4.883363671607072)
(10, 3.1547224562632863)
(11, 3.1547224562632863)
(12, 1.1695465551496838)
(13, 1.1410469153268068)
(14, 1.1410469153268068)
(15, 1.04401596993573)
(16, 1.04401596993573)
(17, 1.04401596993573)
(18, 1.04401596993573)
(19, 1.0254784123040068)
(20, 1.0138587085224522)
(21, 1.0082235025502437)
(22, 1.0082235025502437)
(23, 1.0082235025502437)
(24, 1.0082235025502437)
(25, 1.0082235025502437)
(26, 1.00319417600312)
(27, 1.00319417600312)
(28, 1.0030986107377537)
(29, 1.0021523123765124)
(30, 1.0018398772750474)
(31, 1.0018398772750474)
(32, 1.0010454840507308)
(33, 1.0001724888689512)
(34, 1.0001724888689512)
(35, 1.0001724888689512)
(36, 1.0001724888689512)
(37, 1.0001300587938704)
(38, 1.0001300587938704)
(39, 1.0000768439569931)
(40, 1.0000507798755471)
(41, 1.0000507798755471)
(42, 1.0000507798755471)
(43, 1.000031292211733)
(44, 1.000031292211733)
(45, 1.0000160713953186)
(46, 1.0000046620050054)
(47, 1.0000043605923015)
(48, 1.0000034227650052)
(49, 1.0000030270664573)
(50, 1.0000008123832538)
(51, 1.0000008123832538)
(52, 1.0000008123832538)
(53, 1.000000542917258)
(54, 1.0000002931913452)
(55, 1.0000002931913452)
(56, 1.0000002931913452)
(57, 1.000000253150271)
(58, 1.0000002083463844)
(59, 1.0000002083463844)
elapsed time:0.45464390000000005
