(0, 1.5029546687153497)
(1, 1.5029546687153497)
(2, 1.5029546687153497)
(3, 1.5029546687153497)
(4, 1.4783975905661764)
(5, 1.478396309324329)
(6, 1.4783917024738216)
(7, 1.4695612745106306)
(8, 1.4351616840471046)
(9, 1.4287031774985204)
(10, 1.4287031774985204)
(11, 1.428677412236397)
(12, 1.428677412236397)
(13, 1.4141055028848515)
(14, 1.4141055028848515)
(15, 1.37647970691829)
(16, 1.37647970691829)
(17, 1.37647970691829)
(18, 1.37647970691829)
(19, 1.304371330297096)
(20, 1.3043474161303503)
(21, 1.3043474161303503)
(22, 1.3043474161303503)
(23, 1.3043083278547412)
(24, 1.3043083278547412)
(25, 1.3043083278547412)
(26, 1.3043083278547412)
(27, 1.3040087095390493)
(28, 1.3040087095390493)
(29, 1.3040087095390493)
(30, 1.3040087095390493)
(31, 1.3039380646775987)
(32, 1.3039380646775987)
(33, 1.3039380646775987)
(34, 1.3038798934674454)
(35, 1.3023226862541095)
(36, 1.3023226862541095)
(37, 1.3023226862541095)
(38, 1.3023226862541095)
(39, 1.3023226862541095)
(40, 1.3019989089803932)
(41, 1.2670170784355281)
(42, 1.2670170784355281)
(43, 1.2670170784355281)
(44, 1.2670170784355281)
(45, 1.266288825773996)
(46, 1.266288825773996)
(47, 1.266264826774424)
(48, 1.2662647941292533)
(49, 1.2662110600729415)
(50, 1.2662109775893748)
(51, 1.2662106431067603)
(52, 1.265635882075272)
(53, 1.265635349172219)
(54, 1.265635349172219)
(55, 1.2655643252218682)
(56, 1.2655643252218682)
(57, 1.2554895637447183)
(58, 1.2300869880247167)
(59, 1.2300869880247167)
(60, 1.2300378836038686)
(61, 1.2300378836038686)
(62, 1.2300378836038686)
(63, 1.2170553165965872)
(64, 1.2170553165965872)
(65, 1.2170553165965872)
(66, 1.2170553122420857)
(67, 1.2079597714203278)
(68, 1.2079597714203278)
(69, 1.2079597714203278)
(70, 1.2079397454019163)
(71, 1.1961808430706096)
(72, 1.1961808430706096)
(73, 1.1961761074055934)
(74, 1.1961761074055934)
(75, 1.1961755667384264)
(76, 1.1956650121869634)
(77, 1.1956650121869634)
(78, 1.1956650121869634)
(79, 1.1646672991048517)
(80, 1.1646672991048517)
(81, 1.163817422760338)
(82, 1.163817422760338)
(83, 1.163817422760338)
(84, 1.163817422760338)
(85, 1.1638092251262446)
(86, 1.1638092251262446)
(87, 1.1633370782476227)
(88, 1.1633050095305322)
(89, 1.1633050095305322)
(90, 1.1625569702888108)
(91, 1.1510395354748826)
(92, 1.1510395354748826)
(93, 1.1510395354748826)
(94, 1.149914358180226)
(95, 1.149914358180226)
(96, 1.149914358180226)
(97, 1.149914358180226)
(98, 1.1499121662880174)
(99, 1.1499121662880174)
(100, 1.1499121662880174)
(101, 1.1499121662880174)
(102, 1.1499121662880174)
(103, 1.1499121662880174)
(104, 1.1482288599678643)
(105, 1.1482288599678643)
(106, 1.1480433392871607)
(107, 1.1480433392871607)
(108, 1.144659925712065)
(109, 1.144659925712065)
(110, 1.140985106868202)
(111, 1.140985106868202)
(112, 1.1400246787859802)
(113, 1.1400246787859802)
(114, 1.1400246787859802)
(115, 1.136760118026071)
(116, 1.1367600751683118)
(117, 1.1359261007106192)
(118, 1.1359261007106192)
(119, 1.1358827240286353)
(120, 1.1358827240286353)
(121, 1.1358827240286353)
(122, 1.1344994683825032)
(123, 1.134482449227471)
(124, 1.134482449227471)
(125, 1.1344744853226554)
(126, 1.1344177496569678)
(127, 1.134032821019196)
(128, 1.134032821019196)
(129, 1.1336362942890283)
(130, 1.1327786444561017)
(131, 1.1327786444561017)
(132, 1.1326129286406224)
(133, 1.1326129286406224)
(134, 1.1326129286406224)
(135, 1.1326129286406224)
(136, 1.132612283236898)
(137, 1.131957082660619)
(138, 1.131957082660619)
(139, 1.131957082660619)
(140, 1.1317612692540067)
(141, 1.131695262071318)
(142, 1.131695262071318)
(143, 1.131690619169888)
(144, 1.1316904198621618)
(145, 1.131690256614824)
(146, 1.131667386962868)
(147, 1.131667386962868)
(148, 1.1316473431080962)
(149, 1.131643438262011)
(150, 1.131643438262011)
(151, 1.131643438262011)
(152, 1.1316364992191583)
(153, 1.1315081724355505)
(154, 1.1315081724355505)
(155, 1.1315060779104145)
(156, 1.131472927661629)
(157, 1.1314618639594265)
(158, 1.131457607187893)
(159, 1.131457607187893)
(160, 1.1314569445260143)
(161, 1.1314398807917607)
(162, 1.1312702763091387)
(163, 1.1312702763091387)
(164, 1.1312702763091387)
(165, 1.1312702763091387)
(166, 1.1312224073428043)
(167, 1.1312224073428043)
(168, 1.131214655296621)
(169, 1.131214655296621)
(170, 1.1312115522617863)
(171, 1.131209868063788)
(172, 1.131206142392184)
(173, 1.1311951931302207)
(174, 1.1311890536274125)
(175, 1.1311791216136762)
(176, 1.131179107352822)
(177, 1.1311731804040792)
(178, 1.1311670187251375)
(179, 1.131154819973456)
(180, 1.131132430736258)
(181, 1.1311324283082451)
(182, 1.1311324283082451)
(183, 1.1311266894390033)
(184, 1.1311008486919447)
(185, 1.1311008486919447)
(186, 1.1310790950956235)
(187, 1.131040622984415)
(188, 1.131025184757374)
(189, 1.1309721136524022)
(190, 1.1309170603517666)
(191, 1.1309169402091928)
(192, 1.1309147910014554)
(193, 1.130813107997348)
(194, 1.130813107997348)
(195, 1.1308122822099336)
(196, 1.1308122822099336)
(197, 1.1308122822099336)
(198, 1.1308122822099336)
(199, 1.1308122420452573)
(200, 1.1308122420452573)
(201, 1.130752037621166)
(202, 1.1307408245982038)
(203, 1.1307228501379383)
(204, 1.1307138663008458)
(205, 1.1307075174566024)
(206, 1.1307030851827458)
(207, 1.1307030851827458)
(208, 1.1307030851827458)
(209, 1.1307022684839312)
(210, 1.1306686405020854)
(211, 1.1306559957393527)
(212, 1.1306559957393527)
(213, 1.1306544028733123)
(214, 1.1306544028733123)
(215, 1.1306441670552296)
(216, 1.130625939892775)
(217, 1.130624131876813)
(218, 1.1306205477340847)
(219, 1.1306142185371413)
(220, 1.1305736123398393)
(221, 1.1305357955701196)
(222, 1.1305357955701196)
(223, 1.1304874921219505)
(224, 1.1303933909582113)
(225, 1.1302774523065109)
(226, 1.1299117792067535)
(227, 1.1299117792067535)
(228, 1.129505052013285)
(229, 1.1291833186414686)
(230, 1.128357004527732)
(231, 1.1280075450352325)
(232, 1.1271506193563843)
(233, 1.1269729076134696)
(234, 1.1269668420963554)
(235, 1.1269668420963554)
(236, 1.1269235057931097)
(237, 1.126874536489594)
(238, 1.1264745480125218)
(239, 1.1264745480125218)
(240, 1.1264745480125218)
(241, 1.1263263770473504)
(242, 1.1262007610996034)
(243, 1.1262007610996034)
(244, 1.1256518893818963)
(245, 1.1256374767515918)
(246, 1.1251033343469479)
(247, 1.124324421566652)
(248, 1.1221876504903894)
(249, 1.1221876504903894)
(250, 1.1221876504903894)
(251, 1.121717428127905)
(252, 1.121717428127905)
(253, 1.1209879992123342)
(254, 1.1206326508822102)
(255, 1.1196066794149908)
(256, 1.117049427290337)
(257, 1.117049427290337)
(258, 1.117049427290337)
(259, 1.117049427290337)
(260, 1.117049427290337)
(261, 1.1155036267611298)
(262, 1.1155036267611298)
(263, 1.115449056331013)
(264, 1.115449056331013)
(265, 1.115449056331013)
(266, 1.115449056331013)
(267, 1.115449056331013)
(268, 1.115449056331013)
(269, 1.115449056331013)
(270, 1.115449056331013)
(271, 1.115449056331013)
(272, 1.115449056331013)
(273, 1.1154405762371031)
(274, 1.1152681699844873)
(275, 1.1148246691247838)
(276, 1.1148246691247838)
(277, 1.1148246691247838)
(278, 1.1147075870262382)
(279, 1.1147075870262382)
(280, 1.1147075870262382)
(281, 1.1147075870262382)
(282, 1.1145386722612267)
(283, 1.1145386722612267)
(284, 1.1145386722612267)
(285, 1.1145386722612267)
(286, 1.1145386722612267)
(287, 1.1136238405245875)
(288, 1.1136238405245875)
(289, 1.1136238405245875)
(290, 1.1136238405245875)
(291, 1.1136238405245875)
(292, 1.1136238405245875)
(293, 1.1136238405245875)
(294, 1.1136238405245875)
(295, 1.1136238405245875)
(296, 1.1136238405245875)
(297, 1.1114673371675825)
(298, 1.1114673371675825)
(299, 1.1114673371675825)
(300, 1.1114673371675825)
(301, 1.1114673371675825)
(302, 1.11103956919851)
(303, 1.11103956919851)
(304, 1.0911316017683084)
(305, 1.0911316017683084)
(306, 1.0911316017683084)
(307, 1.0911316017683084)
(308, 1.0911316017683084)
(309, 1.0814722777270636)
(310, 1.0814722777270636)
(311, 1.0814722777270636)
(312, 1.074047535028867)
(313, 1.074047535028867)
(314, 1.074047535028867)
(315, 1.074047535028867)
(316, 1.074047535028867)
(317, 1.074047535028867)
(318, 1.074047535028867)
(319, 1.074047535028867)
(320, 1.074047535028867)
(321, 1.074047535028867)
(322, 1.074047535028867)
(323, 1.0717799002820354)
(324, 1.0717799002820354)
(325, 1.0646562786867735)
(326, 1.0646562786867735)
(327, 1.0646562786867735)
(328, 1.0646562786867735)
(329, 1.0646562786867735)
(330, 1.0646562786867735)
(331, 1.0646562786867735)
